Time(msec)	Counts@400nm	Counts@450nm	Counts@500nm	Counts@550nm	Counts@600nm	Counts@650nm	Counts@700nm	Counts@750nm	Counts@800nm	Counts@850nm	
17285	0	0	0	1650.517	1194.517	319.517	52.183	0	0	103.517	
18518	0	0	0	1988.8	1362.133	386.133	21.133	0	0	122.133	
19750	0	28.017	0	1980.683	1343.35	317.017	73.683	0	0	69.683	
