Time(msec)	Counts@400nm	Counts@450nm	Counts@500nm	Counts@550nm	Counts@600nm	Counts@650nm	Counts@700nm	Counts@750nm	Counts@800nm	Counts@850nm	
20280	0	0	0	2456.217	1637.217	576.217	70.883	0	0	67.883	
21513	0	0	0	3325.75	2164.417	707.083	144.417	0	0	96.083	
22745	0	0	0	2628.45	1752.45	535.783	88.117	0	0	111.117	
