Time(msec)	Counts@400nm	Counts@450nm	Counts@500nm	Counts@550nm	Counts@600nm	Counts@650nm	Counts@700nm	Counts@750nm	Counts@800nm	Counts@850nm	
34789	0	0	18.8	2787.133	1946.8	602.133	113.466	0	0	115.466	
36021	0	0	0	3273.4	2237.4	653.067	118.733	0	0	75.067	
37269	0	0	0	3216.366	2164.033	625.033	124.7	0	0	95.367	
