Time(msec)	Counts@400nm	Counts@450nm	Counts@500nm	Counts@550nm	Counts@600nm	Counts@650nm	Counts@700nm	Counts@750nm	Counts@800nm	Counts@850nm	
27784	0	0	17.65	3199.317	2072.983	698.983	109.65	0	0	153.983	
29016	0	0	0	3080.6	2062.6	608.933	74.933	0	0	42.267	
30249	0	0	0	1674.95	1058.283	345.95	6.283	0	0	178.95	
