Time(msec)	Counts@400nm	Counts@450nm	Counts@500nm	Counts@550nm	Counts@600nm	Counts@650nm	Counts@700nm	Counts@750nm	Counts@800nm	Counts@850nm	
5086	0	0	0	1693.383	1207.717	305.05	66.05	0	0	90.717	
6318	0	0	0	2394.884	1599.883	451.217	43.217	0	0	115.884	
7551	0	0	0	2355.15	1692.15	480.817	51.817	0	0	89.817	
