Time(msec)	Counts@400nm	Counts@450nm	Counts@500nm	Counts@550nm	Counts@600nm	Counts@650nm	Counts@700nm	Counts@750nm	Counts@800nm	Counts@850nm	
6037	0	0	21.133	3925.467	2553.467	811.467	179.8	0	0	122.133	
7270	0	0	10.967	5023.3	3256.3	1052.633	217.633	0	0	126.3	
8518	0	0	14.967	4680.966	3049.967	1000.3	245.967	0	0	106.967	
