Time(msec)	Counts@400nm	Counts@450nm	Counts@500nm	Counts@550nm	Counts@600nm	Counts@650nm	Counts@700nm	Counts@750nm	Counts@800nm	Counts@850nm	
21731	0	0	0	4004.167	2584.833	815.5	163.833	0	0	91.167	
22963	0	0	0	4601.55	2983.883	937.883	210.55	0	0	139.217	
